"foot_length"	"height"
28.8629171348352	185.251668161335
22.8005585613223	183.331336838611
22.0440844128805	166.204452794152
24.2289694860469	152.744809834273
22.4930012032257	147.83901694119
31.0726860763668	158.724254188099
30.4436322551813	156.497660064319
22.8475421968735	169.784244703594
24.9950294977892	141.289584018878
23.7936755104663	159.616664078818
24.6809699396441	157.643399099761
24.5797739908991	182.192851146027
19.0446143445788	168.5050236672
23.7096843116856	175.802249596214
19.2220835489062	153.178087188157
34.6335037943435	159.406493025266
25.6507195506322	179.406508471489
24.2263142392538	152.587203582143
24.2551388505356	186.378775362954
24.1440398155692	161.463575469594
24.6461886818793	177.646025877559
26.7415538161941	183.746800719037
27.5552659546557	158.430700515558
23.2726193511695	153.313599541594
24.449748920095	153.066911141231
21.524718558739	159.585584801568
23.4478177384411	181.452192517314
25.4318495700284	185.880421581759
30.109043287287	140.859339793468
20.2886375983355	157.710244183307
19.5678808738571	176.018067695191
22.7748750305174	157.106923651042
19.4193736861588	171.185491714767
28.1066677032462	145.276889877374
19.4207964560172	167.623335537403
23.1805582879167	175.245627060714
25.4771121611113	169.973458776852
35.0696766344798	202.067684448477
24.63000316059	158.476015830927
28.840725469766	165.921127387457
29.2724123882943	164.111991171935
32.525673248392	168.636669905966
24.0402538590594	156.424650507634
24.3021408166013	164.381856325447
15.5207410502295	135.947928998739
16.087471562731	130.729099628783
26.0715141094652	172.675044861776
15.2004051214195	153.135218042099
30.1326591676236	190.369633762349
22.1146677116535	175.516407019319
23.9107009585293	154.685691051837
25.2340957500276	154.701672687373
20.0938764587041	168.792254448362
23.6593981326651	147.860558687142
22.1860297915648	152.057363446871
18.1633946279448	162.270225685507
24.8079410931296	175.304158630091
22.6645313709571	152.876470121971
25.4859480058478	161.892291669546
24.1100540437473	155.179599108986
29.0208593365914	190.617875765088
21.8578527087527	146.797182500896
9.94177462123574	143.513469183493
31.8581865553385	190.109987004497
27.8562109127625	190.533398178837
18.3223644152174	155.004750920805
25.7911378195823	164.102453970211
17.6479161633919	169.139083354126
26.6938766541935	169.694832210353
21.2561928875818	164.818794002703
26.0473121555777	179.7121159343
27.5803728188504	172.664177890233
17.9315699918831	155.175684994968
25.6542897515241	165.791721673914
30.6551192188036	165.91467708184
25.4955986291663	166.816836175357
31.6055530089992	153.685795457834
23.9498193032692	176.883166567413
24.2575436430754	155.175433310637
22.0430612922888	167.431212597473
29.1204449018007	172.582596906209
30.1265222741638	177.603171763671
20.64479935117	156.536441452294
13.8048613942093	162.915007536398
19.7568765373346	169.735554277396
22.6224616435027	176.217997762904
32.4740229603406	162.438506025931
29.6577852807776	165.342162613203
19.3221511349237	154.334329699901
21.7086444740105	157.321688530957
19.5298374780103	162.708555607935
15.681529242245	153.29980163724
26.8454902965401	163.44524836352
27.1446246255632	172.630538526127
31.1425076722747	177.581739191827
18.1567353632452	151.740859468406
26.7823368128602	173.611327688464
21.5240477872223	148.066285521386
21.7960917084017	162.121674952121
26.5794459919968	181.999323225668
27.347193162762	163.960286394912
20.041635929151	163.905007299496
26.3662010526889	168.250584556491
25.9733280548846	152.162721215368
27.3332030103906	166.44943336747
25.6019005117653	167.546222479811
10.1143599777764	145.985057861853
34.0560325456814	183.614707182183
24.602249873906	180.441828164568
22.9653535122857	132.796009230635
40.1229499162155	188.454761333359
20.5906865590851	142.630949294494
21.3688616889264	157.256031337495
29.7346200456865	171.139889056852
25.1471529196371	157.904967441326
25.4820070345908	161.067907857106
17.7168877166173	153.532980261877
25.1933671495974	153.029440766776
22.8505297831193	172.822905274213
28.2255922718913	150.286665776229
28.4166823317377	204.45530405638
23.8299228793775	155.370247408792
18.7367536765454	152.391806169676
24.6483172462149	143.607216809654
30.3733415959604	131.741693461569
22.417767216582	164.094842173361
20.4531034347538	172.007854345912
14.9348779592713	156.483791523424
16.8551036882395	149.189737151374
33.173300911586	182.291928906411
25.8113251800669	190.279633175421
19.5291021410027	148.021149976049
12.8230546390605	139.372280960086
19.6504311759718	146.196578018004
33.5391866483961	176.948381221974
22.6245673929128	155.710324535831
24.3357661543148	161.109519772996
25.3413346991507	158.220133585875
