foot_length	height
18.1034006330876	159.854364648967
20.7928520285252	164.256592309409
17.9348655664965	152.509809314053
20.8880615507292	167.775382061682
20.6199575241857	162.499734888439
21.4811380056149	166.037147028304
19.0053252720777	161.303315743192
21.1053004995733	165.19910090125
21.2153043389444	162.675264084929
18.7959920326476	147.380257771513
20.7291351770709	161.187356318257
20.0960510263597	159.944945892973
18.7613662304919	157.155880787058
20.8006293128665	157.588217213632
21.5478535160151	168.597597808531
21.8497034121539	164.411688498504
19.5096556306551	159.226925414426
18.0154556118269	159.883318294461
20.2038246511808	162.848032046323
23.2741046374222	176.873916862049
18.5850222987643	159.273489525157
19.3358833888727	155.053050072303
16.5851079617211	153.755917609448
18.7260922756906	149.252463059573
23.9962549567361	170.539679996102
18.7831339297804	158.703725631538
17.6566004154905	150.063163682402
18.5020163852365	155.893912498969
19.9903613929972	165.753848115289
19.9917868950856	153.420293824146
20.7477227089026	176.302812462279
18.8394815581051	152.425500003244
19.5326575427113	154.741945340007
20.8623421656581	156.655219712482
20.1858748634015	163.94916099693
16.1833070543551	143.670276342778
24.2731668869284	181.407339301241
20.8154435545167	156.070090308165
21.2453622896565	171.441722576017
21.187484707058	158.575346324294
22.0312900044674	172.800103395276
21.2242217703562	168.206314921492
18.9537273335022	162.377912435433
20.6488467529842	165.894777586067
19.8615294462416	151.908736120183
21.2199076313659	162.598727599498
17.9864266090301	144.145309593279
22.8679875135243	163.581951772485
21.9376376111986	172.044101044579
23.7397096675047	187.548425240621
22.6918379193276	165.397734543861
20.6347122650457	164.173113935816
22.101410956629	176.437236367209
19.2282743752327	158.337106958646
21.9392989951842	181.940782795958
23.2118726795186	174.225647991957
18.6855754308389	149.627092384716
20.3332455785296	155.97748617126
18.2778515493651	157.617839574461
19.9653701243016	154.732267393403
21.088309252504	171.526151674088
20.538689347032	160.955191146475
21.6997763347252	172.699523045021
19.4017047620063	158.963526280613
18.9619436499434	155.073274010649
17.2735417336216	151.787197879969
21.9706157783408	175.109661248563
21.3975832891015	172.839597813945
21.549340632039	183.721955891566
19.2327821739401	162.754778771889
19.7823987740881	160.171411542056
20.0877838149036	155.463468685046
22.0813376872079	162.666438767023
21.1627660931847	162.286761305859
19.2356542681674	163.178713057112
19.1216056708021	157.543865600087
18.2112634209038	153.203473748741
17.3838856987386	138.422158958198
20.8042486455026	165.927936222399
21.5240306078692	176.768888093568
20.8844843557002	168.311385289208
21.070321659534	171.878493093509
21.0910687111287	166.965504234132
19.4845260263311	150.447133608858
19.5566088200176	167.55966782101
22.0030420777482	169.501198867441
17.7704055450123	138.161972901266
21.1725840048004	160.699663878091
19.6961821947702	160.617494640567
18.7469355456277	160.927183816658
20.3356115855137	145.972222834725
18.6676173652773	145.575978295555
19.8251252284179	157.354518509019
21.1263362314979	172.025452444788
22.1669941640494	170.823750690472
22.2953362038241	172.241532364852
19.6226655468471	161.772150050172
22.2162347692673	166.443773449614
20.4820575401701	164.551401299249
21.3162339319279	171.246122184033
19.5910756165927	154.99324415591
20.0212480703576	160.080356813078
20.5635108875343	163.917544183258
19.3357183830674	164.17915900256
19.094237344211	163.584698836033
17.7695408050753	155.793032535687
22.3732394962538	176.009579845062
17.3106589446603	152.328682609659
21.6649005827701	169.670060725668
22.4900064227283	167.171762404892
16.6233804632711	137.702498004559
17.7890308197762	154.405654033037
22.1976977179218	159.990711243634
20.2866949396175	166.248140762519
19.7239734724574	154.975713397667
20.3214235108855	155.972060196729
20.8792593504981	156.275036715073
22.2509044859376	161.289371627354
19.6070462008633	151.461011220567
21.5936946213445	164.873300174737
25.5090611628218	196.981837150345
20.3872026763037	154.411274224235
22.5929995023842	173.229957877859
18.5676037223965	152.369082222126
17.0525111967808	145.478149030945
18.5523565552237	155.63046027855
21.2635399469735	166.885306245407
21.775241731732	167.184143545536
20.9861470106778	166.929438990477
17.9783956384453	154.684656607969
19.838118125285	176.181451148527
20.3435592030768	171.243164666711
20.491649164458	162.428977701906
21.2169080221812	168.847013123607
20.1426505696179	162.569452282736
21.3705731259489	175.735095670889
19.8771784779178	150.321066695854
20.1263883757893	169.769009400648
21.5195305808807	168.589501538093
21.7546377589553	176.892907967552
19.7319460131906	177.257540443871
20.8758954396814	168.933025724157
21.2997494383996	169.127464750069
19.3489191308727	168.041234601973
20.1806869566513	167.860543348656
20.7479189743485	178.536134072442
20.4356577153879	162.617846448353
19.0096607895228	147.302284986489
18.9249340668255	153.258467184644
22.0204810548967	178.121213816863
19.1000220434928	153.541544371927
18.3600559071608	157.191147038387
20.3350122782464	153.714094509179
22.7409972210471	170.444739466115
19.8497253635037	159.293367971561
19.5360459121914	163.132621855682
19.3173904051295	164.056867577708
19.8277300191085	158.929520000605
21.2670294211726	178.238817184499
18.5469419107654	149.709621108287
20.3999805025972	171.527492848433
20.4970782722728	169.107288884038
22.5590970502047	163.324163006287
21.7746090039438	160.023037143605
21.4273663311429	171.886433871202
22.8371341636188	189.808509163494
18.1336483177136	141.606392198767
19.2464772323853	161.309169745381
20.2614743501447	157.53595727854
19.7449050582605	167.867721462729
21.7000796715503	173.986430648022
22.3033504406535	174.791097152741
22.0166705847168	170.278532275695
22.2656893764484	166.360844240887
19.7314053597646	166.615387987757
20.7458314166369	176.371810009261
23.1892634378168	170.83800315979
18.2790344104583	165.478877047641
19.9386842546675	149.316535721415
20.1365510232182	162.166394882741
